Image_Links, Names, Short_Description, For_More_Info
https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_UY209_CR900140209_AL_.jpg ,  Mukesh Khanna , Mukesh Khanna was born on July 19 1958 in Bombay State of Bombay In , https://en.wikipedia.org/wiki/ Mukesh Khanna
https://m.media-amazon.com/images/M/MV5BODhjYmUzZTctNWY3Yy00ZDBmLTk0NzEtMzg3YzlhYzA0NGI2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Mukul Dev , Mukul Dev was born on November 30 1970 in Delhi India. He is an acto , https://en.wikipedia.org/wiki/ Mukul Dev
https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_UY209_CR110140209_AL_.jpg ,  Madhubala , Arguably the most beautiful artiste to ever grace the Indian screen M , https://en.wikipedia.org/wiki/ Madhubala
https://m.media-amazon.com/images/M/MV5BMTM2NjQ1Nzg2N15BMl5BanBnXkFtZTcwNDkyNjAzMQ@@._V1_UY209_CR10140209_AL_.jpg ,  Meena Kumari , Born 1933 into a poor Parsee theatre family of Ali Bux and dancer Iqba , https://en.wikipedia.org/wiki/ Meena Kumari
https://m.media-amazon.com/images/M/MV5BMWUyNzlkMDEtMGY4My00M2QwLWEzYjktMzk1YjliNDhiYzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR60140209_AL_.jpg ,  Mala Sinha , Mala Sinha was born on November 11 1936 in Calcutta Bengal Presidenc , https://en.wikipedia.org/wiki/ Mala Sinha
https://m.media-amazon.com/images/M/MV5BMDM4MTY3YzAtYmJlMC00YjdjLTg4YzgtZTJiMzI5NzJjODg2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR40140209_AL_.jpg ,  Manoj Pahwa , Manoj Pahwa is an actor known for Article 15 (2019) Mulk (2018) and  , https://en.wikipedia.org/wiki/ Manoj Pahwa
https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_UY209_CR340140209_AL_.jpg ,  Manoj Kumar , Manoj Kumar was born on July 24 1937 in Abbottabad North-West Fronti , https://en.wikipedia.org/wiki/ Manoj Kumar
https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_UY209_CR870140209_AL_.jpg ,  Nassar , Nassar is one of the most acclaimed actors in India. He is the current , https://en.wikipedia.org/wiki/ Nassar
https://m.media-amazon.com/images/M/MV5BMTQ4MDcyOTExOV5BMl5BanBnXkFtZTgwOTQyMDU0OTE@._V1_UY209_CR120140209_AL_.jpg ,  Naseeruddin Shah , Naseeruddin Shah was born on July 20 1950 in Barabanki Uttar Pradesh , https://en.wikipedia.org/wiki/ Naseeruddin Shah
https://m.media-amazon.com/images/M/MV5BMTA2NzUwMTAxMDBeQTJeQWpwZ15BbWU4MDQ0MTEyNTEx._V1_UY209_CR00140209_AL_.jpg ,  Nandita Das , Nandita Das was born on November 7 1969 in Delhi India. She is known , https://en.wikipedia.org/wiki/ Nandita Das
https://m.media-amazon.com/images/M/MV5BMDE5ZTgzN2QtODQzMi00NzYxLWI3ZmMtMzAxNWM0OGM1YjM0XkEyXkFqcGdeQXVyNzc4NzEwNTc@._V1_UY209_CR820140209_AL_.jpg ,  Nagarjuna Akkineni , Nagarjuna did his schooling at Hyderabad Public School and later went  , https://en.wikipedia.org/wiki/ Nagarjuna Akkineni
https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_UY209_CR870140209_AL_.jpg ,  Nana Patekar , Vishwanath Patekar (born on January 1 1951 in Murud-Janjira Maharash , https://en.wikipedia.org/wiki/ Nana Patekar
https://m.media-amazon.com/images/M/MV5BMTU5NTQwMTI0NV5BMl5BanBnXkFtZTcwNzQyNTgxOA@@._V1_UX140_CR00140209_AL_.jpg ,  Nawazuddin Siddiqui , Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film  , https://en.wikipedia.org/wiki/ Nawazuddin Siddiqui
https://m.media-amazon.com/images/M/MV5BMTY1NzE0ODkzNl5BMl5BanBnXkFtZTcwMDQ2OTAzMQ@@._V1_UY209_CR50140209_AL_.jpg ,  Nargis , She was born on June 1 1929 as Fatima Rashid in Rawalpindi British I , https://en.wikipedia.org/wiki/ Nargis
https://m.media-amazon.com/images/M/MV5BNGYxMTdjY2MtMDkzYS00ZGJlLTljZTgtYjlhZGVhYTNhMTE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR70140209_AL_.jpg ,  Nirupa Roy , Kokila was born on January 4 1931 in Valsad Gujarat India in the G , https://en.wikipedia.org/wiki/ Nirupa Roy
https://m.media-amazon.com/images/M/MV5BMTM0MDI4NDIzOV5BMl5BanBnXkFtZTcwNDY1NTAzMQ@@._V1_UY209_CR70140209_AL_.jpg ,  Nutan , Nutan Samarth was born on June 4 1936 to poet Kumarsen Samarth and his , https://en.wikipedia.org/wiki/ Nutan
https://m.media-amazon.com/images/M/MV5BZTJlZWZiMmUtNTQ0MS00NzliLWI3YjAtNzhiNjVhNWQ2MDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10140209_AL_.jpg ,  Neeraj Kabi , Neeraj is a multiple award winning film and theater actor best known  , https://en.wikipedia.org/wiki/ Neeraj Kabi
https://m.media-amazon.com/images/M/MV5BNzY5NWIxMDItMzZkNi00YzNiLTkyMWQtZDJlNzEwODA2MDNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR50140209_AL_.jpg ,  Navin Nischol , Navin Nischol was born on March 18 1946 in Lahore Punjab British In , https://en.wikipedia.org/wiki/ Navin Nischol
https://m.media-amazon.com/images/M/MV5BNDBkYTI0OWMtNmMzOC00MDc5LTgwNGEtZTQ1MGQ2MWViNjAxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR340140209_AL_.jpg ,  Nafisa Ali , Nafisa Ali is an actress known for Life in a Metro (2007) Big B (200 , https://en.wikipedia.org/wiki/ Nafisa Ali
https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY209_CR60140209_AL_.jpg ,  Om Puri , Om Puri was an Indian actor who has appeared in both mainstream Indian , https://en.wikipedia.org/wiki/ Om Puri
https://m.media-amazon.com/images/M/MV5BMWE3OTM3ODMtZGIzZC00YjU3LWIyZmItOGYxNDA3Mzg4NTk3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR130140209_AL_.jpg ,  Om Prakash , Om Prakash was born on December 19 1919 in Lahore Punjab British In , https://en.wikipedia.org/wiki/ Om Prakash
https://m.media-amazon.com/images/M/MV5BNjdlYjllOGMtYzU1OC00ODZjLWEzOGEtMGViOTYyYjU3YmJiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Pankaj Tripathi , Pankaj Tripathi is an actor known for Gangs of Wasseypur (2012) Stre , https://en.wikipedia.org/wiki/ Pankaj Tripathi
https://m.media-amazon.com/images/M/MV5BMTQ1MDc2Mjc2OF5BMl5BanBnXkFtZTcwMTc1MDU4OQ@@._V1_UY209_CR60140209_AL_.jpg ,  Pran , Pran was one of the leading character actors of Indian cinema. He was  , https://en.wikipedia.org/wiki/ Pran
https://m.media-amazon.com/images/M/MV5BMjI4Mjg2MjgxMV5BMl5BanBnXkFtZTgwNDYyMTIzOTE@._V1_UY209_CR880140209_AL_.jpg ,  Paresh Rawal , Paresh Rawal was born on May 30 1950 in Bombay State of Bombay Indi , https://en.wikipedia.org/wiki/ Paresh Rawal
https://m.media-amazon.com/images/M/MV5BMjAxNzUwNjExOV5BMl5BanBnXkFtZTcwNDUyMTUxNw@@._V1_UY209_CR700140209_AL_.jpg ,  Priyanka Chopra , Priyanka Chopra Jonas (née Chopra) was born on July 18 1982 in Jamshe , https://en.wikipedia.org/wiki/ Priyanka Chopra
https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_UX140_CR00140209_AL_.jpg ,  Prakash Raj , Prakash Raj was born on March 26 1965 in Bangalore Mysore State Ind , https://en.wikipedia.org/wiki/ Prakash Raj
https://m.media-amazon.com/images/M/MV5BMjliZmI3YmMtYWU1NS00MjVlLTkxZTQtYjIzYzFkNWNjOTZkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR00140209_AL_.jpg ,  Prabhas , Prabhas was born to late U. Suryanarayana Raju and Siva Kumari. His fa , https://en.wikipedia.org/wiki/ Prabhas
https://m.media-amazon.com/images/M/MV5BZTY2NjI0ZjYtMDM2My00ZjE1LWFiNmQtYWI3OGY2NDgwNTE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Pankaj Kapur , Pankaj Kapur the acclaimed film television and stage actor signified  , https://en.wikipedia.org/wiki/ Pankaj Kapur
https://m.media-amazon.com/images/M/MV5BMTY4MzAyODE3NV5BMl5BanBnXkFtZTcwMjM3Mjc4OQ@@._V1_UX140_CR00140209_AL_.jpg ,  Prabhu Deva , Prabhu Deva was born as Prabhu Sundaram. He is known for his work on L , https://en.wikipedia.org/wiki/ Prabhu Deva
https://m.media-amazon.com/images/M/MV5BM2U2OTEzM2UtMjhlNC00NTYxLWI5MDItM2RjYzNhYmNhYWFmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Prem Chopra , Prem Chopra is an actor in Hindi and Punjabi films. Prem Chopra was bo , https://en.wikipedia.org/wiki/ Prem Chopra
https://m.media-amazon.com/images/M/MV5BNTkxOTIwNzYxMl5BMl5BanBnXkFtZTgwMDE5OTczOTE@._V1_UX140_CR00140209_AL_.jpg ,  Pooja Bhatt , Pooja was born on February 24 1972 in the Gujarati-speaking Bhatt fam , https://en.wikipedia.org/wiki/ Pooja Bhatt
https://m.media-amazon.com/images/M/MV5BNDlkYzllMDktZDk5OC00NWM5LTgzM2ItMmYxYTM4ZmMwODQ4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Pavan Malhotra , Pavan Malhotra was born on July 2 1958 in Delhi India. He is an acto , https://en.wikipedia.org/wiki/ Pavan Malhotra
https://m.media-amazon.com/images/M/MV5BMDc5MGFlZTMtMmQ1Zi00YjkxLWE3ZGItZGNkNTExYjJhNGFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Piyush Mishra , Piyush Mishra is an Indian film actor music director lyricist sing , https://en.wikipedia.org/wiki/ Piyush Mishra
https://m.media-amazon.com/images/M/MV5BNjFlYjBjY2ItMGIxMi00ZTAzLThhMmEtM2M2NDk0OWViYmFlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR100140209_AL_.jpg ,  Prashant Narayanan , Prashant Narayanan is an actor and assistant director known for Fredr , https://en.wikipedia.org/wiki/ Prashant Narayanan
https://m.media-amazon.com/images/M/MV5BZjQxMTRhNzktZmM4OS00ZmZlLTkxYzYtMmI1ZWMzNTFmMTdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR130140209_AL_.jpg ,  Rahul Dev , Rahul Dev was born as Rahul Dev Kaushal. He is an actor known for Cha , https://en.wikipedia.org/wiki/ Rahul Dev
https://m.media-amazon.com/images/M/MV5BMjE2MjY2ODY4N15BMl5BanBnXkFtZTgwNDcwMTE0OTE@._V1_UX140_CR00140209_AL_.jpg ,  Rahul Bose , Rahul Bose was born on July 27 1967 in India. He is an actor and writ , https://en.wikipedia.org/wiki/ Rahul Bose
https://m.media-amazon.com/images/M/MV5BNjU2MDU4NzI5OF5BMl5BanBnXkFtZTcwNjQ4Njg5Nw@@._V1_UX140_CR00140209_AL_.jpg ,  Rekha , Bhanurekha was born in the Tamil-speaking Ganesan household on October , https://en.wikipedia.org/wiki/ Rekha
https://m.media-amazon.com/images/M/MV5BMjQwMzc5NDQ0NF5BMl5BanBnXkFtZTgwNDg1ODA0OTE@._V1_UY209_CR00140209_AL_.jpg ,  Ratna Pathak Shah , Ratna Pathak Shah was born on March 18 1963 in Bombay Maharashtra I , https://en.wikipedia.org/wiki/ Ratna Pathak Shah
https://m.media-amazon.com/images/M/MV5BMTYwY2Y5ZWUtOGMxZC00ZDZlLWEzNGUtYmJkMGU3YTNhNWE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR170140209_AL_.jpg ,  Rajendra Kumar , Rajendra was born in the Punjabi-speaking Tuli family on July 12 1929 , https://en.wikipedia.org/wiki/ Rajendra Kumar
https://m.media-amazon.com/images/M/MV5BNDBlM2ZiZmEtYzYyMC00ZWNlLTkxMzQtOGFlMzgxZDg5NjdhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR120140209_AL_.jpg ,  Rajat Kapoor , Rajat Kapoor was born on February 11 1961 in New Delhi India. He is  , https://en.wikipedia.org/wiki/ Rajat Kapoor
https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_UX140_CR00140209_AL_.jpg ,  Ranbir Kapoor , Son of Rishi Kapoor and Neetu Singh; nephew of actors Randhir Kapoor  , https://en.wikipedia.org/wiki/ Ranbir Kapoor
https://m.media-amazon.com/images/M/MV5BNTIzOWZhMjctNTBkMi00YTc0LThhOGYtMDFlZmI4ZmNkZTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Raghuvir Yadav , Raghuvir Yadav was born on June 25 1957 in Jabalpur Madhya Pradesh  , https://en.wikipedia.org/wiki/ Raghuvir Yadav
https://m.media-amazon.com/images/M/MV5BMzAxNWIzOWItMDM1NC00NGMyLWIwMDEtNWZjODEyOTFiZjQ4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR00140209_AL_.jpg ,  Rajkummar Rao , Raj Kumar is also known as Rajkummar Rao. He was born in Gurgaon. He f , https://en.wikipedia.org/wiki/ Rajkummar Rao
https://m.media-amazon.com/images/M/MV5BZjc4NTAwMmQtMWQyMS00NGU4LWEzNmYtZTMyODJhOGZjMGRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR00140209_AL_.jpg ,  Revathy , Revathy was born on July 8 1966 in Kochi Kerala India as Asha Kelun , https://en.wikipedia.org/wiki/ Revathy
https://m.media-amazon.com/images/M/MV5BZjNlMTdhYjYtODI0My00OTA2LTlkM2QtMGU5N2RhNWVlMWVjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR80140209_AL_.jpg ,  Raaj Kumar , Raaj Kumar was born on October 8 1926 in Loralai Baluchistan Britis , https://en.wikipedia.org/wiki/ Raaj Kumar
https://m.media-amazon.com/images/M/MV5BZThmMmJlZGQtZDgyMy00YmIyLTk1NDQtMGQ0N2EzYzUxMWNiXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR00140209_AL_.jpg ,  Ramya Krishnan , Ramya Krishnan was born on September 15 1970 in Madras Tamil Nadu I , https://en.wikipedia.org/wiki/ Ramya Krishnan
https://m.media-amazon.com/images/M/MV5BMTA3MDcyNzkxMjZeQTJeQWpwZ15BbWU3MDUxMTU4Njg@._V1_UY209_CR10140209_AL_.jpg ,  Rajinikanth , Rajinikanth has been a megastar in the Tamil movie industry since the  , https://en.wikipedia.org/wiki/ Rajinikanth
https://m.media-amazon.com/images/M/MV5BMjI4MjI2MTEwOV5BMl5BanBnXkFtZTgwMzkxMDU0OTE@._V1_UX140_CR00140209_AL_.jpg ,  Rani Mukerji , Mukerji comes from a film-oriented family of Bengali origin. Her fathe , https://en.wikipedia.org/wiki/ Rani Mukerji
https://m.media-amazon.com/images/M/MV5BMTExOTcwMDU4NTReQTJeQWpwZ15BbWU3MDA0MjE1MTc@._V1_UY209_CR10140209_AL_.jpg ,  Ranveer Singh , Ranveer Singh is an Indian actor working in Bollywood. Born in Mumbai , https://en.wikipedia.org/wiki/ Ranveer Singh
https://m.media-amazon.com/images/M/MV5BMjJmNjM1YmUtNTA2Zi00Y2U0LTgyZTItMjQ5MTE4NWJhMDgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR100140209_AL_.jpg ,  Rishi Kapoor , Born in south Mumbai Kapoor is the second son of film director and ac , https://en.wikipedia.org/wiki/ Rishi Kapoor
https://m.media-amazon.com/images/M/MV5BMTQ1OTE5NDEwNV5BMl5BanBnXkFtZTcwNjgzMTcxOA@@._V1_UY209_CR20140209_AL_.jpg ,  Rajesh Khanna , Rajesh Khanna the first superstar of Indian and Hindi Cinema with 74  , https://en.wikipedia.org/wiki/ Rajesh Khanna
https://m.media-amazon.com/images/M/MV5BZjM0NmMyZTYtYmY3My00NDFkLTk1YTAtOGE3YTVjMGMyNzQ5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR00140209_AL_.jpg ,  Raghuvaran , Raghuvaran was born on December 10 1958 in Kollankod Palakkad Keral , https://en.wikipedia.org/wiki/ Raghuvaran
https://m.media-amazon.com/images/M/MV5BMTQ1MjEwMjM3MF5BMl5BanBnXkFtZTgwNjM4NDczMDE@._V1_UX140_CR00140209_AL_.jpg ,  Raj Babbar , Raj Babbar was born on June 23 1952 in Tundla Uttar Pradesh India.  , https://en.wikipedia.org/wiki/ Raj Babbar
https://m.media-amazon.com/images/M/MV5BNjYwODQzMjk3Ml5BMl5BanBnXkFtZTYwNzIxMjky._V1_UY209_CR90140209_AL_.jpg ,  Raj Kapoor , Raj Kapoor was the son of well-known Indian actor Prithviraj Kapoor w , https://en.wikipedia.org/wiki/ Raj Kapoor
https://m.media-amazon.com/images/M/MV5BZDhlNDEwMjgtMWY5NC00MGEyLThhODEtZjAyYzIyMmU1ZDUxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Rajit Kapoor , Rajit Kapoor was born on May 22 1960 in Amritsar Punjab India. He i , https://en.wikipedia.org/wiki/ Rajit Kapoor
https://m.media-amazon.com/images/M/MV5BZmQ0NjY5YmItMTAwOC00MWVlLThkZTgtYmZhMDg1ZjY2ODMwXkEyXkFqcGdeQXVyNjM5MTI3ODQ@._V1_UX140_CR00140209_AL_.jpg ,  Radhika Apte , Radhika Apte is a well-known Indian theatre and film actress born in V , https://en.wikipedia.org/wiki/ Radhika Apte
https://m.media-amazon.com/images/M/MV5BMDVlNTM4YTUtNjA2My00OWQ0LThjYzAtYmU0ZGQ0NGE3YjQ1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR00140209_AL_.jpg ,  Rakhee Gulzar , Rakhee was born in a Bengali-speaking family in West Bengal on India' , https://en.wikipedia.org/wiki/ Rakhee Gulzar
https://m.media-amazon.com/images/M/MV5BMTU3NDM3NDM3Ml5BMl5BanBnXkFtZTgwMzk4ODEzOTE@._V1_UY209_CR80140209_AL_.jpg ,  Riteish Deshmukh , Riteish Deshmukh is an Indian actor producer and architect who appear , https://en.wikipedia.org/wiki/ Riteish Deshmukh
https://m.media-amazon.com/images/M/MV5BMTIzOTE5MzMyMl5BMl5BanBnXkFtZTcwMjAyNzAyMg@@._V1_UY209_CR870140209_AL_.jpg ,  Ranvir Shorey , Ranvir comes from a family of movie professionals. His father is Write , https://en.wikipedia.org/wiki/ Ranvir Shorey
https://m.media-amazon.com/images/M/MV5BOTQ3MzVkNjUtODYwNi00N2Q2LTg3YTAtNDUxM2JiNDViN2IyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR130140209_AL_.jpg ,  Richa Chadha , Richa began her career as a model and then she moved to theater. She h , https://en.wikipedia.org/wiki/ Richa Chadha
https://m.media-amazon.com/images/M/MV5BMTQ3MTI4MzUyNl5BMl5BanBnXkFtZTgwMjAzMTMzOTE@._V1_UY209_CR00140209_AL_.jpg ,  Rajpal Yadav , Rajpal Yadav was born on March 16 1971 in Shahjahanpur Uttar Pradesh , https://en.wikipedia.org/wiki/ Rajpal Yadav
https://m.media-amazon.com/images/M/MV5BZjc5MTYwYjEtZmJiMC00YzA3LThiZGYtMWY2NjE2ZDNmYWFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR80140209_AL_.jpg ,  Raju Srivastava , Raju Srivastav (born Satyaprakash Srivastava) often credited as Raju S , https://en.wikipedia.org/wiki/ Raju Srivastava
https://m.media-amazon.com/images/M/MV5BMjk4NjkxNTkxMl5BMl5BanBnXkFtZTgwMzUwNDA3NDE@._V1_UY209_CR340140209_AL_.jpg ,  Randeep Hooda , Randeep Hooda was born in a small village called Daseya in the Rohtak  , https://en.wikipedia.org/wiki/ Randeep Hooda
https://m.media-amazon.com/images/M/MV5BMTM0OTU2NDYyNl5BMl5BanBnXkFtZTYwNTYyNDgy._V1_UX140_CR00140209_AL_.jpg ,  Sanjay Mishra , Sanjay Mishra is known for his work on Masaan (2015) Dilwale (2015) a , https://en.wikipedia.org/wiki/ Sanjay Mishra
https://m.media-amazon.com/images/M/MV5BMTQ1NTE0NDgxMl5BMl5BanBnXkFtZTYwNzMyODEz._V1_UY209_CR190140209_AL_.jpg ,  Shabana Azmi , One of the leading lights of the now-largely-defunct Indian New Wave  , https://en.wikipedia.org/wiki/ Shabana Azmi
https://m.media-amazon.com/images/M/MV5BMTY2MDE1MTQ2N15BMl5BanBnXkFtZTgwNTk2OTczOTE@._V1_UX140_CR00140209_AL_.jpg ,  Shakti Kapoor , Shakti Kapoor is one of the most comic actors to grace the Bollywood s , https://en.wikipedia.org/wiki/ Shakti Kapoor
https://m.media-amazon.com/images/M/MV5BMTUyNjI2NTg3M15BMl5BanBnXkFtZTcwNDEzNDg3OA@@._V1_UX140_CR00140209_AL_.jpg ,  Saif Ali Khan , Saif is the son of Bollywood actress Sharmila Tagore and Indian cric , https://en.wikipedia.org/wiki/ Saif Ali Khan
https://m.media-amazon.com/images/M/MV5BZDk1ZmU0NGYtMzQ2Yi00N2NjLTkyNWEtZWE2NTU4NTJiZGUzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Shah Rukh Khan , Shahrukh Khan was born on 2 November 1965 in New Delhi India. He marr , https://en.wikipedia.org/wiki/ Shah Rukh Khan
https://m.media-amazon.com/images/M/MV5BNzM0OTA3MDAxN15BMl5BanBnXkFtZTgwMzg2OTczOTE@._V1_UX140_CR00140209_AL_.jpg ,  Sunil Dutt , Actor social activist and politician. Sunil Dutt wore many hats and e , https://en.wikipedia.org/wiki/ Sunil Dutt
https://m.media-amazon.com/images/M/MV5BYWE5MWNkYWQtZTZjZS00N2U0LTgzNzMtNzZkMzJmMWYzZWNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Sharman Joshi , Sharman Joshi was born on April 28 1979 in Bombay Maharashtra India , https://en.wikipedia.org/wiki/ Sharman Joshi
https://m.media-amazon.com/images/M/MV5BNTcyNDUwNzEzNl5BMl5BanBnXkFtZTgwOTMxMjMzOTE@._V1_UY209_CR360140209_AL_.jpg ,  Shashi Kapoor , Shashi Kapoor is one of the leading actors of Indian cinema having app , https://en.wikipedia.org/wiki/ Shashi Kapoor
https://m.media-amazon.com/images/M/MV5BMTU3MTUyMjI4OF5BMl5BanBnXkFtZTgwNDgxNzE4MDE@._V1_UY209_CR20140209_AL_.jpg ,  Smita Patil , Smita Patil was born on October 17 1955 in Pune State of Bombay Ind , https://en.wikipedia.org/wiki/ Smita Patil
https://m.media-amazon.com/images/M/MV5BYzI0NGU4NDQtMjZiZS00Mjc2LTk3Y2ItY2NhYmYwOTEyZjQyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR340140209_AL_.jpg ,  Surekha Sikri , Surekha Sikri was born on April 19 1945 in New Delhi British India.  , https://en.wikipedia.org/wiki/ Surekha Sikri
https://m.media-amazon.com/images/M/MV5BYWE5MWNkYWQtZTZjZS00N2U0LTgzNzMtNzZkMzJmMWYzZWNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Sharman Joshi , Sharman Joshi was born on April 28 1979 in Bombay Maharashtra India , https://en.wikipedia.org/wiki/ Sharman Joshi
https://m.media-amazon.com/images/M/MV5BMTcxODc3NzkxOF5BMl5BanBnXkFtZTgwMzUwOTU3MTE@._V1_UY209_CR870140209_AL_.jpg ,  Shashank Arora , Born Shashank Sunny Arora in New Delhi India on February 21 1989 S , https://en.wikipedia.org/wiki/ Shashank Arora
https://m.media-amazon.com/images/M/MV5BMjZhOTQzNTEtNGY4NS00ZmQxLThkMDEtM2M4NDVjMjc0MWNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR120140209_AL_.jpg ,  Shreyas Talpade , Shreyas Talpade was born on January 27 1976 in Bombay Maharashtra I , https://en.wikipedia.org/wiki/ Shreyas Talpade
https://m.media-amazon.com/images/M/MV5BNTBjN2U2MTgtZjhhMC00YjE4LWI5ODQtN2EwYmJhNTU4MDdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR150140209_AL_.jpg ,  Shernaz Patel , Shernaz Patel is an actress known for Black (2005) Guzaarish (2010)  , https://en.wikipedia.org/wiki/ Shernaz Patel
https://m.media-amazon.com/images/M/MV5BMTczMTgyOTkyOV5BMl5BanBnXkFtZTYwNTQ1MDA0._V1_UY209_CR10140209_AL_.jpg ,  Seema Biswas , Seema Biswas was born on January 14 1965 in Nalbari Assam India. Sh , https://en.wikipedia.org/wiki/ Seema Biswas
https://m.media-amazon.com/images/M/MV5BOThiMjlmYzYtNmQ3NC00YzUyLWE4MmUtMjEzMWQxNjMyZmVlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR70140209_AL_.jpg ,  Sachin Khedekar , Sachin Khedekar was born on March 14 1965 in Mumbai Maharahstra Ind , https://en.wikipedia.org/wiki/ Sachin Khedekar
https://m.media-amazon.com/images/M/MV5BMjEwOTA2MjMwMl5BMl5BanBnXkFtZTcwODc3MDgxOA@@._V1_UY209_CR30140209_AL_.jpg ,  Sunny Deol , Ajay Singh Deol popularly known as Sunny Deol was born to actor Dharme , https://en.wikipedia.org/wiki/ Sunny Deol
https://m.media-amazon.com/images/M/MV5BNjVhOGZjYzEtM2Y3MS00OTAyLTg5Y2QtZTQzMDVkZWQyYTI2L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Sudesh Lehri , Sudesh Lehri is an actor known for Jai Ho (2014) Ready (2011) and Da , https://en.wikipedia.org/wiki/ Sudesh Lehri
https://m.media-amazon.com/images/M/MV5BMjI5Mjk4NDc3Ml5BMl5BanBnXkFtZTgwMjczMTI1NTE@._V1_UY209_CR740140209_AL_.jpg ,  Soumitra Chatterjee , Soumitra Chatterjee was born on January 19 1935 in Krishnanagar Beng , https://en.wikipedia.org/wiki/ Soumitra Chatterjee
https://m.media-amazon.com/images/M/MV5BMTU4NTAzNTIxMl5BMl5BanBnXkFtZTcwMjkyNzg5Nw@@._V1_UX140_CR00140209_AL_.jpg ,  Saeed Jaffrey , Saeed Jaffrey was born in Maler Kotla Punjab India. He was born on t , https://en.wikipedia.org/wiki/ Saeed Jaffrey
